The People Under the Stairs 1991 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:61B21F29975929704836EA655D63AFB9A634853F&dn=The.People.Under.the.Stairs.1991.4K.HDR.DV.2160p+BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Daughters of Darkness 1971 4K HDR DV 2160p BDRemux Eng Sub Ita x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:57307A7185C2D7FC7CC7AF5BD45CC0A0405E703C&dn=Daughters.of.Darkness.1971.4K.HDR.DV.2160p+BDRemux+Eng+Sub+Ita+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Eternal Sunshine of the Spotless Mind 2004 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:95846657B487A69D163541612C1C4A93D98437E9&dn=Eternal.Sunshine.of.the.Spotless.Mind.2004.4K.HDR.DV.2160p+BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
The Great Gatsby 2013 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:B2E37C6BE64B29A1B061359061B7E518A74D10AC&dn=The.Great.Gatsby.2013.4K.HDR.DV.2160p+BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Scarface 1983 4K HDR 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:20F6A7C2A80EFB5D94E0994BA91E9609A1BB2361&dn=Scarface.1983.4K.HDR.2160p.BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Adaptation 2002 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:A87AD9E91F967AE4D6C4783EFB7975563A331095&dn=Adaptation.2002.4K.HDR.DV.2160p+BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Lost Highway 1997 US 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:F786806FE482F855E43084B9E059FC6CC3159B32&dn=Lost.Highway.1997.US.4K.HDR.DV.2160p+BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Creation Of The Gods 2023 4K HDR 2160p BDRip Ita Chi x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:933659298ED82E3F5498418A1A12E2E4765B09E7&dn=Creation.Of.The.Gods.2023.4K.HDR.2160p.BDRip+Ita+Chi+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Tinker Tailor Soldier Spy 2011 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:92E11F5AEC6577FD8ECC7DB682C51EBD5D0255F7&dn=Tinker.Tailor.Soldier.Spy.2011.4K.HDR.DV.2160p.BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Hellboy 2004 DC 4K HDR 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:B8D997BBB1652FB1365768A850BF9A9224701441&dn=Hellboy.2004.DC.4K.HDR.2160p.BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
It 2017 REPACK 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:F05789A9A2D6548B45498A61C77D2CED8A31ECDE&dn=It.2017.REPACK.4K.HDR.DV.2160p.BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
The Gift 2000 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:47302E713B024FF92D36E864885E8AF0AADE35CA&dn=The.Gift.2000.4K.HDR.DV.2160p.BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Nosferatu 2024 4K HDR DV 2160p WEBDL Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:EF64F742148EE31EEBBF87F0E69F8A64FC8DAC8D&dn=Nosferatu.2024.4K.HDR.DV.2160p.WEBDL+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Snowpiercer 2013 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:B77A08681ECA0C1F5E830BB473670AE3AE422262&dn=Snowpiercer.2013.4K.HDR.DV.2160p.BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Sea of Love 1989 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:B73D9E650DA83B781541DBDB2585E9E9BFAB8DDD&dn=Sea.of.Love.1989.4K.HDR.DV.2160p.BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Vanilla Sky 2001 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:597632B1E50C1ED732F824789966A3519AD7FB91&dn=Vanilla.Sky.2001.4K.HDR.DV.2160p.BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Army of Darkness 1992 4K HDR DV 2160p BDRemux Eng Sub Ita x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:0D23F1532E7E3036899D20919A22ECDE4E376DDB&dn=Army.of.Darkness.1992.4K.HDR.DV.2160p.BDRemux+Eng+Sub+Ita+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Nosferatu 2024 4K HDR DV 2160p WEBDL Eng Sub Ita x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:7B4CFB7DE32DB260BEDBD3C98E3077034B9F2C90&dn=Nosferatu.2024.4K.HDR.DV.2160p.WEBDL+Eng+Sub+Ita+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
Malignant 2021 4K HDR DV 2160p BDRemux Ita Eng x265-NAHOM Posted by NAHOM1 in Movies > UHD,magnet:?xt=urn:btih:24335C0088BFB3B1CFA6F6A5E48FDEEB621C102E&dn=Malignant.2021.4K.HDR.DV.2160p.BDRemux+Ita+Eng+x265-NAHOM&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fcoppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.zer0day.to%3A1337%2Fannounce
